1	-86.3006	32.3777
2	-104.985	39.7392
3	-157.857	21.3074
4	-121.494	38.5767
5	-71.415	41.8309
6	-104.82	41.1403
7	-95.678	39.0482
8	-86.7842	36.1658
9	-134.42	58.3016
10	-122.905	47.0358
11	-123.03	44.9385
12	-82.9991	39.9613
13	-90.1821	32.3038
14	-81.0332	34.0003
15	-97.7403	30.2747
16	-76.4909	38.9788
17	-91.1874	30.4571
18	-84.3882	33.749
19	-93.1022	44.9551
20	-111.888	40.7775
21	-81.6123	38.3362
22	-112.018	46.5857
23	-112.097	33.4481
24	-86.1626	39.7686
25	-96.6997	40.8081
26	-76.8836	40.2644
27	-73.7579	42.6528
28	-72.5805	44.2624
29	-71.538	43.2069
30	-100.783	46.8209
31	-84.8754	38.1867
32	-89.655	39.7984
33	-74.7699	40.2206
34	-72.6822	41.764
35	-105.94	35.6822
36	-69.7817	44.3072
37	-77.4336	37.5389
38	-84.2813	30.4381
39	-97.5033	35.4922
40	-78.6391	35.7804
41	-100.346	44.367
42	-92.1729	38.5792
43	-93.6037	41.5911
44	-92.289	34.7466
45	-71.0637	42.3582
46	-75.5197	39.1573
47	-84.5553	42.7336
48	-116.2	43.6178
49	-119.766	39.1639
50	-89.3844	43.0747
1	-86.3006	32.3777
