           1     9.69768     9.69768           0
           2     9.73748     9.71758   0.0140708
           3     9.69115     9.70877   0.0118199
           4     9.69691      9.7058  0.00922925
           5     9.73295     9.71123  0.00883708
           6     9.68487     9.70684  0.00838593
           7     9.68788     9.70413  0.00761261
           8     9.70067      9.7037  0.00667333
           9     9.67754     9.70079  0.00653426
          10     9.73055     9.70377  0.00652353
          11     9.65546     9.69938  0.00725988
          12     9.70822     9.70011  0.00669223
          13     9.71878     9.70155  0.00632958
          14     9.66807     9.69916  0.00631307
          15      9.6616     9.69665  0.00636942
          16     9.69596     9.69661  0.00597148
          17     9.69517     9.69653  0.00562082
          18     9.68497     9.69588  0.00534511
          19     9.69243      9.6957  0.00506689
          20     9.70223     9.69603  0.00482405
          21     9.70393      9.6964  0.00460897
          22     9.71301     9.69716  0.00446083
          23     9.67278      9.6961  0.00439099
          24     9.71911     9.69706  0.00431141
          25     9.72007     9.69798  0.00423609
          26     9.64984     9.69613  0.00445944
          27     9.70467     9.69644  0.00430549
          28     9.66778     9.69542  0.00427172
          29     9.69047     9.69525  0.00412783
          30     9.68565     9.69493  0.00400262
          31     9.70891     9.69538  0.00389883
          32     9.68283     9.69499  0.00379666
          33     9.69468     9.69498  0.00368162
          34     9.67692     9.69445  0.00361144
          35     9.68324     9.69413  0.00352243
          36     9.69304      9.6941  0.00342472
          37     9.73418     9.69518  0.00349927
          38     9.65682     9.69417   0.0035498
          39     9.67748     9.69374  0.00348449
          40     9.67458     9.69326  0.00343014
          41     9.65654     9.69237  0.00346145
          42     9.70553     9.69268  0.00339319
          43     9.69439     9.69272  0.00331451
          44     9.70718     9.69305  0.00325543
          45     9.67502     9.69265  0.00320763
          46     9.71224     9.69307  0.00316604
          47     9.68165     9.69283  0.00310799
          48     9.71204     9.69323  0.00306889
          49     9.69535     9.69328  0.00300657
          50     9.67432      9.6929  0.00297023
           1     9.69758     9.69758           0
           2      9.7168     9.70719  0.00679469
           3     9.68805     9.70081  0.00690329
           4     9.70486     9.70182   0.0052513
           5     9.70133     9.70173  0.00420197
           6     9.72535     9.70566  0.00501819
           7     9.68109     9.70215  0.00539124
           8     9.73943     9.70681  0.00642292
           9     9.65231     9.70076  0.00807442
          10     9.69586     9.70027  0.00728182
          11      9.7032     9.70053  0.00662472
          12     9.71575      9.7018  0.00619285
          13     9.68696     9.70066  0.00582081
          14     9.70571     9.70102  0.00541619
          15     9.64556     9.69732  0.00618981
          16      9.6912     9.69694  0.00581477
          17      9.6579     9.69464  0.00590881
          18     9.73663     9.69698  0.00602333
          19     9.71974     9.69817   0.0058243
          20     9.66791     9.69666  0.00572631
          21     9.69683     9.69667  0.00545364
          22     9.70445     9.69702   0.0052172
          23     9.67409     9.69603  0.00508474
          24     9.72847     9.69738  0.00504936
          25     9.69754     9.69738  0.00484739
          26     9.69613     9.69734  0.00466119
          27     9.66219     9.69603  0.00466675
          28     9.67126     9.69515  0.00458319
          29     9.70539      9.6955  0.00443873
          30     9.68672     9.69521  0.00430041
          31     9.67604     9.69459  0.00420591
          32     9.71847     9.69534  0.00414013
          33     9.68618     9.69506  0.00402395
          34     9.69021     9.69492  0.00390813
          35     9.65431     9.69376  0.00396492
          36     9.68122     9.69341  0.00387004
          37     9.73986     9.69467  0.00396386
          38     9.68226     9.69434  0.00387297
          39     9.69075     9.69425  0.00377476
          40     9.69575     9.69428  0.00368058
          41     9.63455     9.69283  0.00386842
          42     9.69133     9.69279  0.00377648
          43     9.68541     9.69262  0.00369256
          44     9.71476     9.69312  0.00364274
          45      9.6936     9.69313  0.00356181
          46     9.67424     9.69272  0.00350799
          47     9.72764     9.69347  0.00351114
          48     9.68811     9.69335  0.00343976
          49     9.68747     9.69323  0.00337166
          50     9.67485     9.69287  0.00332421
