           1     1.21439     1.21439           0
           2     1.20605     1.21022  0.00294723
           3     1.21678      1.2124  0.00265463
           4      1.2154     1.21315  0.00209373
           5     1.20924     1.21237  0.00181508
           6     1.21859     1.21341  0.00178397
           7     1.21808     1.21407  0.00164936
           8      1.2122     1.21384  0.00145967
           9     1.21586     1.21406  0.00131465
          10     1.20361     1.21302  0.00154386
          11     1.22355     1.21398  0.00167403
          12       1.214     1.21398  0.00153453
          13     1.21277     1.21389  0.00141931
          14     1.21849     1.21421  0.00135548
          15     1.21628     1.21435  0.00127207
          16      1.2107     1.21412  0.00121286
          17     1.21238     1.21402  0.00114585
          18     1.21859     1.21428     0.00111
          19     1.21443     1.21428  0.00105161
          20      1.2147      1.2143  0.00099923
          21      1.2161     1.21439 0.000955317
          22     1.21278     1.21432 0.000914679
          23     1.21983     1.21456 0.000905777
          24     1.21602     1.21462 0.000870097
          25     1.20808     1.21436 0.000873676
          26     1.22064      1.2146 0.000872879
          27      1.2107     1.21445 0.000852396
          28     1.22014     1.21466 0.000845769
          29     1.21645     1.21472 0.000818871
          30      1.2176     1.21481 0.000797183
          31      1.2113      1.2147 0.000779494
          32     1.21621     1.21475 0.000756553
          33      1.2102     1.21461 0.000746088
          34     1.21529     1.21463 0.000724411
          35     1.21284     1.21458  0.00070551
          36     1.21243     1.21452 0.000688445
          37     1.20674     1.21431 0.000701244
          38     1.21781      1.2144 0.000688806
          39     1.21615     1.21445 0.000672609
          40     1.21925     1.21457 0.000666413
          41     1.22147     1.21473 0.000671108
          42      1.2139     1.21471 0.000655422
          43     1.21546     1.21473  0.00064041
          44     1.20961     1.21462 0.000636357
          45      1.2184      1.2147 0.000627734
          46     1.21371     1.21468 0.000614456
          47     1.21537     1.21469 0.000601561
          48     1.21173     1.21463 0.000592188
          49     1.21264     1.21459 0.000581494
          50     1.21993      1.2147 0.000579605
           1     1.21403     1.21403           0
           2     1.21129     1.21266 0.000969947
           3     1.21735     1.21423  0.00143148
           4     1.21304     1.21393  0.00110375
           5     1.21492     1.21413 0.000900711
           6     1.21085     1.21358 0.000901143
           7     1.21961     1.21444  0.00110966
           8     1.20685     1.21349  0.00131592
           9     1.21902     1.21411  0.00130498
          10     1.21166     1.21386  0.00119727
          11     1.21297     1.21378   0.0010912
          12       1.212     1.21363  0.00101033
          13       1.218     1.21397 0.000986775
          14     1.21605     1.21412 0.000927402
          15     1.21983      1.2145 0.000940496
          16     1.21023     1.21423 0.000918753
          17     1.21845     1.21448  0.00089753
          18     1.20702     1.21406 0.000938562
          19      1.2103     1.21387 0.000909795
          20     1.21997     1.21417 0.000914079
          21     1.21649     1.21428  0.00087721
          22     1.21773     1.21444 0.000851237
          23     1.21801     1.21459   0.0008283
          24     1.21017     1.21441 0.000814076
          25     1.21761     1.21454 0.000791526
          26     1.21216     1.21445 0.000766341
          27     1.21797     1.21458 0.000748962
          28     1.21776     1.21469 0.000730804
          29     1.21367     1.21466  0.00070645
          30     1.21794     1.21476 0.000691311
          31     1.21806     1.21487 0.000677154
          32      1.2095      1.2147 0.000676446
          33     1.21476     1.21471  0.00065595
          34     1.21009     1.21457 0.000650522
          35     1.21979     1.21472 0.000648837
          36      1.2147     1.21472 0.000630814
          37     1.20489     1.21445 0.000667341
          38     1.21401     1.21444 0.000649879
          39     1.21176     1.21437 0.000636835
          40     1.21514     1.21439 0.000621201
          41     1.22693      1.2147 0.000677192
          42     1.21341     1.21467 0.000661761
          43     1.21829     1.21475 0.000651716
          44     1.21108     1.21467 0.000642212
          45     1.21182      1.2146 0.000631042
          46     1.22094     1.21474 0.000632192
          47      1.2091     1.21462 0.000630031
          48     1.21221     1.21457 0.000618913
          49     1.21763     1.21463 0.000609426
          50     1.21843     1.21471 0.000601957
