1	21833
2	19999.2
3	18148.9
4	16391.5
5	15423.2
6	14201.9
7	13258
8	12529.7
9	11886.4
10	11191.5
11	10525.1
12	10156.4
13	9731.61
14	9323.45
15	9079.03
16	8790.84
17	8495.03
18	8284.42
19	8123.08
20	7960.63
21	7805.14
22	7620.55
23	7403.21
24	7266.35
25	7134.17
26	6980.53
27	6862.1
28	6796.46
29	6720.28
30	6605.55
31	6510.94
32	6436.45
33	6345.81
34	6255.85
35	6218.9
36	6175.75
37	6131.59
38	6067.53
39	6032.78
40	5977.77
41	5911.9
42	5880.01
43	5833.15
44	5781.22
45	5763.51
46	5716.98
47	5698.24
48	5672.38
49	5631.64
50	5589.76
51	5547.55
52	5488.64
53	5450.72
54	5426.89
55	5410.58
56	5391.75
57	5374.76
58	5363.38
59	5337.84
60	5315.44
61	5292.45
62	5278.59
63	5255.33
64	5229.57
65	5193.63
66	5184.17
67	5150.34
68	5138.37
69	5128.92
70	5116.67
71	5104.73
72	5094.61
73	5081.62
74	5056.78
75	5055.32
76	5037.34
77	5020.32
78	5008.6
79	5000.5
80	4984.31
81	4974.38
82	4968.31
83	4947.49
84	4947.3
85	4943.15
86	4941.51
87	4937.43
88	4934.61
89	4929.23
90	4919.19
91	4913.56
92	4897.86
93	4891.68
94	4886.69
95	4881.26
96	4868.31
97	4862.51
98	4858.29
99	4856.2
100	4856.02
101	4841.05
102	4830.74
103	4827.6
104	4807.27
105	4796.24
106	4792.81
107	4792.81
108	4790.14
109	4790.14
110	4789.9
111	4782.43
112	4780.2
113	4778.07
114	4775.66
115	4775.66
116	4775.53
117	4775.49
118	4769.57
119	4764.16
120	4763.5
121	4760.19
122	4759.89
123	4759.89
124	4758.64
125	4758.64
126	4751.23
127	4750.46
128	4750.46
129	4744.76
130	4744.76
131	4734.33
132	4734.25
133	4732.92
134	4731.7
135	4729.3
136	4715.26
137	4714.6
138	4714.6
139	4714.6
140	4714.6
141	4714.18
142	4713.69
143	4713.27
144	4713.02
145	4708.64
146	4706.73
147	4706.58
148	4705.82
149	4705.43
150	4704.1
151	4701.76
152	4701.41
153	4701.15
154	4701.15
155	4700.54
156	4700.54
157	4700.54
158	4700.54
159	4694.61
160	4694.61
161	4694.61
162	4692.58
163	4692.58
164	4692.58
165	4692.58
166	4690.77
167	4690.57
168	4690.36
169	4690.36
170	4690.36
171	4690.36
172	4690.36
173	4690.36
174	4690.36
175	4690.36
176	4690.36
177	4690.36
178	4689.67
179	4689.64
180	4689.23
181	4689.23
182	4689.23
183	4688.95
184	4688.95
185	4688.84
186	4688.84
187	4688.84
188	4688.84
189	4688.72
190	4684.36
191	4682.12
192	4681.29
193	4681.29
194	4681.29
195	4681.29
196	4681.29
197	4681.29
198	4681.29
199	4681.29
200	4681.26
201	4680.54
202	4680.54
203	4680.54
204	4680.54
205	4680.54
206	4680.54
207	4680.54
208	4680.54
209	4680.54
210	4680.54
211	4680.54
212	4680.54
213	4680.54
214	4680.54
215	4680.54
216	4680.54
217	4680.54
218	4680.54
219	4680.34
220	4680.12
221	4680.12
222	4680.12
223	4680.12
224	4680.12
225	4680.12
226	4680.12
227	4680.12
228	4680.12
229	4680.12
230	4680.12
231	4680.12
232	4680.12
233	4680.12
234	4680.12
235	4680.12
236	4680.12
237	4680.12
238	4680.12
239	4680.12
240	4680.12
241	4680.12
242	4680.12
243	4680.12
244	4680.12
245	4680.12
246	4680.12
247	4680.12
248	4680.12
249	4680.12
250	4680.12
251	4680.12
252	4680.12
253	4680.12
254	4680.12
255	4680.12
256	4680.12
257	4680.12
258	4680.12
259	4680.12
260	4680.12
261	4680.12
262	4680.12
263	4680.12
264	4680.12
265	4680.12
266	4680.12
267	4680.12
268	4680.12
269	4680.12
270	4680.12
271	4680.12
272	4680.12
273	4680.12
274	4680.12
275	4680.12
276	4680.12
277	4680.12
278	4680.12
279	4680.12
280	4680.12
281	4680.12
282	4680.12
283	4680.12
284	4680.12
285	4680.12
286	4680.12
287	4679.79
288	4678.83
289	4678.83
290	4678.83
291	4678.83
292	4678.83
293	4678.83
294	4678.83
295	4678.83
296	4678.83
297	4678.83
298	4678.83
299	4678.5
300	4678.26
301	4677.56
302	4677.5
303	4677.5
304	4677.5
305	4677.5
306	4677.5
307	4677.5
308	4677.5
309	4677.5
310	4677.5
311	4677.5
312	4677.5
313	4677.5
314	4677.5
315	4677.5
316	4677.5
317	4676.23
318	4676.23
319	4676.23
320	4676.23
321	4674.97
322	4674.97
323	4674.97
324	4674.97
325	4674.97
326	4674.97
327	4674.97
328	4674.97
329	4674.97
330	4674.97
331	4674.97
332	4674.97
333	4674.97
334	4674.97
335	4673.88
336	4673.88
337	4673.88
338	4673.88
339	4673.88
340	4673.88
341	4670
342	4670
343	4670
344	4670
345	4670
346	4670
347	4670
348	4670
349	4670
350	4669.64
351	4667.22
352	4667.22
353	4667.22
354	4667.22
355	4667.22
356	4667.22
357	4667.22
358	4667.22
359	4667.22
360	4666.99
361	4666.99
362	4666.99
363	4666.99
364	4666.99
365	4666.99
366	4666.99
367	4666.99
368	4666.99
369	4666.99
370	4666.99
371	4666.99
372	4666.99
373	4666.99
374	4666.99
375	4666.99
376	4666.99
377	4666.99
378	4666.99
379	4666.99
380	4666.99
381	4666.99
382	4666.99
383	4666.99
384	4666.99
385	4666.99
386	4666.99
387	4666.99
388	4666.99
389	4666.99
390	4666.99
391	4666.99
392	4666.99
393	4666.99
394	4666.99
395	4666.99
396	4666.99
397	4666.99
398	4666.99
399	4666.99
400	4666.99
401	4666.99
402	4666.99
403	4666.99
404	4666.99
405	4666.99
406	4666.99
407	4666.99
408	4666.99
409	4666.99
410	4666.99
411	4666.99
412	4666.99
413	4666.99
414	4666.75
415	4666.75
416	4666.75
417	4666.75
418	4666.75
419	4666.75
420	4666.75
421	4666.75
422	4666.75
423	4666.75
424	4666.75
425	4666.75
426	4666.75
427	4666.75
428	4666.75
429	4666.75
430	4666.75
431	4666.22
432	4666.22
433	4666.22
434	4666.22
435	4662.14
436	4662.14
437	4662.14
438	4662.14
439	4662.14
440	4662.14
441	4657.53
442	4657.53
443	4657.53
444	4657.46
445	4657.46
446	4657.46
447	4657.46
448	4655.81
449	4655.81
450	4655.81
451	4653.61
452	4653.61
453	4653.61
454	4653.61
455	4653.61
456	4653.61
457	4653.61
458	4653.61
459	4653.61
460	4649.53
461	4653.61
462	4653.61
463	4653.61
464	4653.61
465	4653.61
466	4653.61
467	4653.61
468	4653.61
469	4653.61
470	4653.61
471	4653.61
472	4653.61
473	4653.61
474	4653.61
475	4653.61
476	4653.61
477	4653.61
478	4653.61
479	4651.96
480	4651.96
481	4651.96
482	4651.96
483	4651.96
484	4651.96
485	4651.96
486	4651.96
487	4651.96
488	4651.96
489	4651.96
490	4651.96
491	4651.96
492	4651.96
493	4651.96
494	4651.96
495	4651.96
496	4651.96
497	4651.96
498	4651.96
499	4651.96
500	4651.96
