1	-86.3006	32.3777
2	-112.097	33.4481
3	-95.678	39.0482
4	-86.1626	39.7686
5	-84.8754	38.1867
6	-89.3844	43.0747
7	-72.5805	44.2624
8	-97.5033	35.4922
9	-76.4909	38.9788
10	-78.6391	35.7804
11	-69.7817	44.3072
12	-73.7579	42.6528
13	-81.0332	34.0003
14	-104.985	39.7392
15	-93.6037	41.5911
16	-71.538	43.2069
17	-100.346	44.367
18	-93.1022	44.9551
19	-84.3882	33.749
20	-77.4336	37.5389
21	-92.289	34.7466
22	-96.6997	40.8081
23	-86.7842	36.1658
24	-81.6123	38.3362
25	-92.1729	38.5792
26	-74.7699	40.2206
27	-72.6822	41.764
28	-71.415	41.8309
29	-90.1821	32.3038
30	-75.5197	39.1573
31	-104.82	41.1403
32	-134.42	58.3016
33	-97.7403	30.2747
34	-111.888	40.7775
35	-123.03	44.9385
36	-116.2	43.6178
37	-157.857	21.3074
38	-121.494	38.5767
39	-105.94	35.6822
40	-89.655	39.7984
41	-122.905	47.0358
42	-119.766	39.1639
43	-91.1874	30.4571
44	-112.018	46.5857
45	-71.0637	42.3582
46	-100.783	46.8209
47	-76.8836	40.2644
48	-82.9991	39.9613
49	-84.2813	30.4381
50	-84.5553	42.7336
1	-86.3006	32.3777
