0.1	0.788769098	0.685439881	-0.407966852	0.00696420488
0.0995	0.854872361	0.552021635	-0.398205882	0.00701297265
0.099	0.732324298	0.652792018	-0.42590441	0.00462826878
0.0985	0.807099059	0.629355208	-0.440695084	0.00524798908
0.098	0.964629918	0.55951785	-0.324444198	0.00846412049
0.0975	0.678917541	0.570803239	-0.383281291	0.00565728824
0.097	0.955607295	0.575039254	-0.333943132	0.00783866664
0.0965	0.964252556	0.563251255	-0.306305676	0.00780497525
0.096	0.732904225	0.725598924	-0.404825015	0.00698445961
0.0955	0.618776822	0.608739696	-0.329709212	0.00561220041
0.095	0.738797388	0.590665979	-0.418408967	0.00466037886
0.0945	0.74600171	0.661358491	-0.428949637	0.00490546306
0.094	0.677346544	0.595828046	-0.38883696	0.00489332002
0.0935	0.515602647	0.687058508	-0.250568699	0.00747613066
0.093	0.621780096	0.913731258	-0.275043467	0.0159206382
0.0925	0.935669785	0.715269216	-0.274356958	0.0135925348
0.092	0.630623352	0.555192613	-0.309996967	0.00649800302
0.0915	0.958838531	0.671593406	-0.311621873	0.013272522
0.091	0.936593073	0.632835382	-0.380319732	0.00819770496
0.0905	0.737518408	0.62648948	-0.434834784	0.00430638773
0.09	0.645143916	0.84101116	-0.330137106	0.0106322438
0.0895	0.437360713	0.822103385	-0.255435889	0.00821233758
0.089	0.710202959	0.749808324	-0.399983524	0.00723496468
0.0885	0.689529342	0.808812184	-0.322813257	0.0124100332
0.088	0.748289517	0.704229205	-0.400907823	0.00844651651
0.0875	0.640461014	0.814627513	-0.326972337	0.0110689915
0.087	0.382903937	0.860719408	-0.257161443	0.0084663209
0.0865	0.54575361	0.886828774	-0.273552729	0.0111177778
0.086	0.484723911	1.11486007	-0.171742847	0.0209311218
0.0855	0.34699053	0.907875035	-0.232628415	0.0100435648
0.085	0.730812967	0.732165506	-0.390154741	0.00795647262
0.0845	0.733420044	0.625848915	-0.429577746	0.00467790229
0.084	0.740500728	0.611246341	-0.426103979	0.00459695208
0.0835	0.801579674	0.753241688	-0.394136022	0.00911616034
0.083	0.564999037	0.568747675	-0.257279714	0.00727440512
0.0825	0.847033436	0.711305625	-0.402392876	0.00781951095
0.082	0.800545897	0.580102871	-0.410175924	0.00545259962
0.0815	0.928806635	0.572365207	-0.360842886	0.0075911022
0.081	0.911973828	0.729900014	-0.271398352	0.019728425
0.0805	0.747958386	0.723544633	-0.404748414	0.00703282736
0.08	0.791756803	0.733899839	-0.340956698	0.0118808129
0.0795	0.568924267	0.858527466	-0.277209525	0.0107600426
0.079	0.901656768	0.483667151	-0.202211531	0.0125039301
0.0785	0.871575743	0.802225298	-0.20179329	0.0194099954
0.078	0.942203361	0.814208618	-0.106348394	0.0232578911
0.0775	0.762744175	0.50358101	-0.371452886	0.0109078545
0.077	0.759600067	0.492868709	-0.319520544	0.0118830191
0.0765	0.746356151	0.658914592	-0.415738292	0.00614494582
0.076	0.599828785	0.863230599	-0.281432894	0.014484156
0.0755	0.839969255	0.667799811	-0.41650107	0.00734981164
0.075	0.600004783	0.726674569	-0.333605266	0.00711222272
0.0745	0.629717878	0.73983533	-0.359223165	0.00696283486
0.074	0.706062415	0.636998452	-0.410153873	0.00407156995
0.0735	0.889757185	0.571971332	-0.389092499	0.00621841022
0.073	0.797356014	0.629624408	-0.465812143	0.00378462055
0.0725	0.520557585	0.982490271	-0.284026478	0.0128513137
0.072	0.681019255	1.07952561	0.0900680847	0.03877708
0.0715	0.54545106	0.804838727	-0.270023755	0.0106374341
0.071	0.64033184	0.788788203	-0.325361354	0.0101958684
0.0705	0.936833741	0.746777132	-0.314048243	0.0159277677
0.07	0.9364703	0.702941935	-0.28496886	0.0153270767
0.0695	0.634646902	0.443622019	-0.10674921	0.0156391319
0.069	0.839759841	0.644878162	-0.42804269	0.00750279096
0.0685	0.746689673	0.57557304	-0.41162415	0.00508777264
0.068	0.772806758	0.668827401	-0.425160046	0.00754139671
0.0675	0.585991639	0.581998934	-0.279999286	0.00663171902
0.067	0.774195438	0.738323614	-0.350639189	0.0107469653
0.0665	0.81097097	0.719160384	-0.376381081	0.0113760555
0.066	0.863019723	0.645165495	-0.419585294	0.00625605368
0.0655	0.773370423	0.556754995	-0.41961543	0.00626887813
0.065	0.930468878	0.587540385	-0.3757187	0.00630171228
0.0645	0.911236799	0.751069914	-0.220399902	0.0190351473
0.064	0.780055323	0.617812864	-0.43042045	0.0042434569
0.0635	0.566811288	0.536612609	-0.237673658	0.00768582899
0.063	0.638557148	0.589062775	-0.331013561	0.00544951569
0.0625	0.744761389	0.723051425	-0.390690808	0.00706634198
0.062	0.695004485	0.628502107	-0.393370859	0.004620865
0.0615	0.809987181	0.625337299	-0.456769766	0.00355060369
0.061	0.705649536	0.63361256	-0.420818392	0.00460674434
0.0605	0.756584054	0.697467506	-0.409726538	0.00683549415
0.06	0.522520209	0.750592252	-0.280191352	0.00770423283
0.0595	0.853840479	0.526198983	-0.367594838	0.00890973508
0.059	0.929628428	0.716807242	-0.301117158	0.0130423741
