1	-0.13944127	-0.13944127	0
2	-0.0998883374	-0.119664804	0.0197764664
3	-0.201520713	-0.146950107	0.0295779867
4	-0.11882727	-0.139919398	0.0220648934
5	-0.144041485	-0.140743815	0.0171112646
6	-0.114532475	-0.136375258	0.014638347
7	-0.119625667	-0.13398246	0.012600932
8	-0.156032175	-0.136738674	0.0112554136
9	-0.148655224	-0.138062735	0.0100142597
10	-0.0829291093	-0.132549373	0.0105178651
11	-0.119483232	-0.131361542	0.00958763283
12	-0.0888044281	-0.127815116	0.00944348405
13	-0.103309162	-0.125930042	0.00888892492
14	-0.209590043	-0.131905757	0.0101702792
15	-0.11697791	-0.130910567	0.00952017353
16	-0.199955117	-0.135225851	0.00989576529
17	-0.12176576	-0.134434081	0.00932911274
18	-0.209444238	-0.138601312	0.00973282578
19	-0.151800062	-0.139295983	0.00923250279
20	-0.128277274	-0.138745048	0.00877603138
21	-0.0911736392	-0.136479742	0.00864957904
22	-0.0636321954	-0.13316849	0.00888696938
23	-0.0767417092	-0.130715152	0.00883908491
24	-0.117906892	-0.130181475	0.00847959011
25	-0.156206022	-0.131222456	0.00819968389
26	-0.197678242	-0.133778448	0.00828227027
27	-0.267829623	-0.138743307	0.00938960243
28	-0.163172624	-0.139615782	0.00909001505
29	-0.105308865	-0.138432785	0.00885038685
30	-0.160631266	-0.139172734	0.00858224422
31	-0.100818702	-0.137935508	0.00839247974
32	-0.0972227808	-0.136663235	0.00822497943
33	-0.138083644	-0.136706278	0.00797195848
34	-0.206473314	-0.138758249	0.0080015217
35	-0.148138526	-0.139026257	0.00777416514
36	-0.187864562	-0.140382877	0.00767596335
37	-0.099832295	-0.139286915	0.00754563835
38	-0.15143036	-0.139606479	0.00735133412
39	-0.0729364024	-0.13789699	0.00736159467
40	-0.0956458008	-0.13684071	0.00725252709
41	-0.20328449	-0.13846129	0.0072566946
42	-0.198167709	-0.139882872	0.00722308171
43	-0.312697296	-0.143901812	0.00811776705
44	-0.0912144664	-0.142704372	0.008021012
45	-0.115860505	-0.142107842	0.00786340105
46	-0.127319912	-0.141786365	0.00769727412
47	-0.154032733	-0.142046926	0.00753622771
48	-0.186101756	-0.142964735	0.00743442361
49	-0.110579706	-0.142303816	0.00731105486
50	-0.161214239	-0.142682025	0.00717331889
51	-0.118654082	-0.142210888	0.00704702569
52	-0.181672519	-0.142969766	0.00695172239
53	-0.197783653	-0.14400399	0.00689727661
54	-0.0925764926	-0.143051629	0.00683501826
55	-0.113628309	-0.14251666	0.00673088773
56	-0.145285277	-0.142566099	0.00660978544
57	-0.123533762	-0.142232199	0.00650136883
58	-0.200091361	-0.14322977	0.00646571232
59	-0.111161563	-0.142686242	0.00637837958
60	-0.0671344566	-0.141427045	0.00639634095
61	-0.0776286578	-0.14038117	0.00637695984
62	-0.188188763	-0.14115226	0.00632047489
63	-0.168603865	-0.141588	0.00623458649
64	-0.160439137	-0.141882549	0.00614346304
65	-0.213377243	-0.142982467	0.006147411
66	-0.0859089011	-0.142117716	0.00611500489
67	-0.225185204	-0.14335753	0.00614932551
68	-0.128351342	-0.14313685	0.0060622373
69	-0.218229802	-0.144225154	0.00607205794
70	-0.160432477	-0.144456687	0.0059891627
71	-0.077079076	-0.143507707	0.00597998405
72	-0.286467476	-0.145493259	0.00622167889
73	-0.163595346	-0.145741233	0.00614086726
74	-0.164617596	-0.145996319	0.00606268288
75	-0.165701499	-0.146259055	0.0059870686
76	-0.107784996	-0.145752817	0.00592941631
77	-0.251991022	-0.147132534	0.00601235414
78	-0.205127112	-0.147876054	0.00598116565
79	-0.12260318	-0.147556144	0.00591362878
80	-0.163393004	-0.147754105	0.0058425952
81	-0.167509427	-0.147997998	0.00577516581
82	-0.201290465	-0.148647906	0.00574120581
83	-0.122487731	-0.148332723	0.00568036378
84	-0.136402429	-0.148190696	0.00561412983
85	-0.109886116	-0.147740054	0.00556596095
86	-0.139500385	-0.147644244	0.00550169407
87	-0.218517533	-0.148458879	0.00549876694
88	-0.135773912	-0.148314732	0.00543783271
89	-0.150953417	-0.14834438	0.00537646805
90	-0.0695251543	-0.147468611	0.00538804377
91	-0.0780349714	-0.146705604	0.00538285715
92	-0.230518836	-0.147616617	0.0054014074
93	-0.192826669	-0.148102747	0.00536508156
94	-0.0689362022	-0.14726055	0.00537410167
95	-0.156694895	-0.147359858	0.00531815858
96	-0.196730857	-0.14787414	0.00528753918
97	-0.190632667	-0.148314949	0.00525127876
98	-0.0807472137	-0.147625483	0.00524294945
99	-0.110651817	-0.147252011	0.00520314099
100	-0.159599676	-0.147375488	0.00515232657
