1	0.989176	0.000000
2	0.999532	0.010356
3	1.000963	0.006148
4	1.002900	0.004759
5	1.006476	0.005136
6	1.010241	0.005635
7	1.007621	0.005435
8	1.006877	0.004766
9	1.007103	0.004209
10	1.007546	0.003791
11	1.007006	0.003471
12	1.005076	0.003711
13	1.005646	0.003461
14	1.004672	0.003349
15	1.004535	0.003120
16	1.005032	0.002961
17	1.003979	0.002974
18	1.003838	0.002807
19	1.003101	0.002756
20	1.003798	0.002706
21	1.003935	0.002577
22	1.003220	0.002559
23	1.002640	0.002513
24	1.003628	0.002601
25	1.003936	0.002514
26	1.004343	0.002449
27	1.003998	0.002382
28	1.004019	0.002295
29	1.005002	0.002423
30	1.004645	0.002368
31	1.004905	0.002305
32	1.005199	0.002251
33	1.005265	0.002183
34	1.005302	0.002118
35	1.005750	0.002105
36	1.005962	0.002056
37	1.005813	0.002006
38	1.006029	0.001964
39	1.005537	0.001975
40	1.004738	0.002085
41	1.004846	0.002036
42	1.004812	0.001987
43	1.004708	0.001943
44	1.004723	0.001899
45	1.004074	0.001966
46	1.003789	0.001944
47	1.003667	0.001906
48	1.003292	0.001903
49	1.003246	0.001865
50	1.002971	0.001848
51	1.003179	0.001823
52	1.002905	0.001809
53	1.002773	0.001779
54	1.002533	0.001762
55	1.002377	0.001737
56	1.002377	0.001706
57	1.002292	0.001678
58	1.002115	0.001658
59	1.002209	0.001632
60	1.002328	0.001609
61	1.002276	0.001584
62	1.001903	0.001602
63	1.001945	0.001577
64	1.001919	0.001552
65	1.001844	0.001530
66	1.002004	0.001515
67	1.001888	0.001497
68	1.001967	0.001477
69	1.001846	0.001460
70	1.001784	0.001440
71	1.001584	0.001434
72	1.001657	0.001416
73	1.001566	0.001399
74	1.001690	0.001386
75	1.001810	0.001372
76	1.001572	0.001375
77	1.001621	0.001358
78	1.001649	0.001340
79	1.001705	0.001325
80	1.001757	0.001309
81	1.001702	0.001294
82	1.001512	0.001292
83	1.001653	0.001284
84	1.001437	0.001287
85	1.001469	0.001272
86	1.001479	0.001257
87	1.001269	0.001261
88	1.000976	0.001280
89	1.000785	0.001280
90	1.000891	0.001270
91	1.000876	0.001256
92	1.000851	0.001243
93	1.000736	0.001235
94	1.001026	0.001256
95	1.000770	0.001268
96	1.000669	0.001259
97	1.000594	0.001248
98	1.000553	0.001236
99	1.000660	0.001228
100	1.000411	0.001241
